국가,도시,CityId
인도,실차르,1620
인도,솔라푸르,1623
인도,스리나가르,536
인도,스리니케탄 ,1624
인도,수라트,1625
인도,뜨리웬드럼,537
인도,티루치라팔리,1626
인도,유다이푸르,1627
인도,바라나시,1628
인도,벨로르,1632
인도,비자야와다,1629
인도,비샤카파트남,1630
인도네시아,암본,655
인도네시아,발릭파판,2234
인도네시아,반다아체,2235
인도네시아,반다르람풍,2236
인도네시아,반둥,2237
인도네시아,반자르마신,2238
인도네시아,바탐,2239
인도네시아,븡쿨루,2240
인도네시아,비아크,652
인도네시아,비퉁,2241
인도네시아,덴파사르,649
인도네시아,고론탈로,2242
인도네시아,자카르타,310
인도네시아,잠비,2243
인도네시아,자야푸라,2244
인도네시아,Kab. Aceh Barat,3032
인도네시아,Kab. Aceh Barat Daya,3033
인도네시아,Kab. Aceh Besar,3034
인도네시아,Kab. Aceh Jaya,3035
인도네시아,Kab. Aceh Selatan,3036
인도네시아,Kab. Aceh Singkil,3037
인도네시아,Kab. Aceh Tamiang,3038
인도네시아,Kab. Aceh Tengah,3039
인도네시아,Kab. Aceh Tenggara,3040
인도네시아,Kab. Aceh Timur,3041
인도네시아,Kab. Aceh Utara,3042
인도네시아,Kab. Agam,3043
인도네시아,Kab. Alor,3044
인도네시아,Kab. Anambas,3045
인도네시아,Kab. Asahan,3046
인도네시아,Kab. Asmat,3047
인도네시아,Kab. Badung,3048
인도네시아,Kab. Balangan,3049
인도네시아,Kab. Bandung,3050
인도네시아,Kab. Bandung Barat,3051
인도네시아,Kab. Banggai,3052
인도네시아,Kab. Banggai Kepulauan,3053
인도네시아,Kab. Banggai Laut,3054
인도네시아,Kab. Bangka,3055
인도네시아,Kab. Bangka Barat,3056
인도네시아,Kab. Bangka Selatan,3057
인도네시아,Kab. Bangka Tengah,3058
인도네시아,Kab. Bangkalan,3059
인도네시아,Kab. Bangli,3060
인도네시아,Kab. Banjar,3061
인도네시아,Kab. Banjarnegara,3062
인도네시아,Kab. Bantaeng,3063
인도네시아,Kab. Bantul,3064
인도네시아,Kab. Banyuasin,3065
인도네시아,Kab. Banyumas,3066
인도네시아,Kab. Banyuwangi,3067
인도네시아,Kab. Barito Kuala,3068
인도네시아,Kab. Barito Selatan,3069
인도네시아,Kab. Barito Timur,3070
인도네시아,Kab. Barito Utara,3071
인도네시아,Kab. Barru,3072
인도네시아,Kab. Batang,3073
인도네시아,Kab. Batanghari,3074
인도네시아,Kab. Batubara,3075
인도네시아,Kab. Bekasi,3076
인도네시아,Kab. Belitung,3077
인도네시아,Kab. Belitung Timur,3078
인도네시아,Kab. Belu,3079
인도네시아,Kab. Bener Meriah,3080
인도네시아,Kab. Bengkalis,3081
인도네시아,Kab. Bengkayang,3082
인도네시아,Kab. Bengkulu Selatan,3083
인도네시아,Kab. Bengkulu Tengah,3084
인도네시아,Kab. Bengkulu Utara,3085
인도네시아,Kab. Berau,3086
인도네시아,Kab. Biak Numfor,3087
인도네시아,Kab. Bima,3088
인도네시아,Kab. Bintan,3089
인도네시아,Kab. Bireuen,3090
인도네시아,Kab. Blitar,3091
인도네시아,Kab. Blora,3092
인도네시아,Kab. Boalemo,3093
인도네시아,Kab. Bogor,3094
인도네시아,Kab. Bojonegoro,3095
인도네시아,Kab. Bolaang Mongondow,3096
인도네시아,Kab. Bolaang Mongondow Selatan,3097
인도네시아,Kab. Bolaang Mongondow Timur,3098
인도네시아,Kab. Bolaang Mongondow Utara,3099
인도네시아,Kab. Bombana,3100
인도네시아,Kab. Bondowoso,3101
인도네시아,Kab. Bone,3102
인도네시아,Kab. Bone Bolango,3103
인도네시아,Kab. Boven Digoel - Tanah Merah,3104
인도네시아,Kab. Boyolali,3105
인도네시아,Kab. Brebes,3106
인도네시아,Kab. Buleleng,3107
인도네시아,Kab. Bulukumba,3108
인도네시아,Kab. Bulungan,3109
인도네시아,Kab. Bungo,3110
인도네시아,Kab. Buol,3111
인도네시아,Kab. Buru,3112
인도네시아,Kab. Buru Selatan,3113
인도네시아,Kab. Buton,3114
인도네시아,Kab. Buton Selatan,3115
인도네시아,Kab. Buton Tengah,3116
인도네시아,Kab. Buton Utara,3117
인도네시아,Kab. Ciamis,3118
인도네시아,Kab. Cianjur,3119
인도네시아,Kab. Cilacap,3120
인도네시아,Kab. Cirebon,3121
인도네시아,Kab. Dairi,3122
인도네시아,Kab. Deiyai,3123
인도네시아,Kab. Deli Serdang,3124
인도네시아,Kab. Demak,3125
인도네시아,Kab. Dharmasraya,3126
인도네시아,Kab. Dogiyai,3127
인도네시아,Kab. Dompu,3128
인도네시아,Kab. Donggala,3129
인도네시아,Kab. Empat Lawang,3130
인도네시아,Kab. Ende,3131
인도네시아,Kab. Enrekang,3132
인도네시아,Kab. Fakfak,3133
인도네시아,Kab. Flores Timur,3134
인도네시아,Kab. Garut,3135
인도네시아,Kab. Gayo Lues,3136
인도네시아,Kab. Gianyar,3137
인도네시아,Kab. Gorontalo,3138
인도네시아,Kab. Gorontalo Utara,3139
인도네시아,Kab. Gowa,3140
인도네시아,Kab. Gresik,3141
인도네시아,Kab. Grobogan,3142
인도네시아,Kab. Gunung Kidul,3143
인도네시아,Kab. Gunung Mas,3144
인도네시아,Kab. Halmahera Barat,3145
인도네시아,Kab. Halmahera Selatan,3146
인도네시아,Kab. Halmahera Tengah,3147
인도네시아,Kab. Halmahera Timur,3148
인도네시아,Kab. Halmahera Utara,3149
인도네시아,Kab. Hulu Sungai Selatan,3150
인도네시아,Kab. Hulu Sungai Tengah,3151
인도네시아,Kab. Hulu Sungai Utara,3152
인도네시아,Kab. Humbang Hasundutan,3153
인도네시아,Kab. Indragiri Hilir,3154
인도네시아,Kab. Indragiri Hulu,3155
인도네시아,Kab. Indramayu,3156
인도네시아,Kab. Intan Jaya,3157
인도네시아,Kab. Jayapura,3158
인도네시아,Kab. Jayawijaya,3159
인도네시아,Kab. Jember,3160
인도네시아,Kab. Jembrana,3161
인도네시아,Kab. Jeneponto,3162
인도네시아,Kab. Jepara,3163
인도네시아,Kab. Jombang,3164
인도네시아,Kab. Kaimana,3165
인도네시아,Kab. Kampar,3166
인도네시아,Kab. Kapuas,3167
인도네시아,Kab. Kapuas Hulu,3168
인도네시아,Kab. Karanganyar,3169
인도네시아,Kab. Karangasem,3170
인도네시아,Kab. Karawang,3171
인도네시아,Kab. Karimun,3172
인도네시아,Kab. Karo,3173
인도네시아,Kab. Katingan,3174
인도네시아,Kab. Kaur,3175
인도네시아,Kab. Kayong Utara,3176
인도네시아,Kab. Kebumen,3177
인도네시아,Kab. Kediri,3178
인도네시아,Kab. Keerom,3179
인도네시아,Kab. Kendal,3180
인도네시아,Kab. Kepahiang,3181
인도네시아,Kab. Kepulauan Aru,3182
인도네시아,Kab. Kepulauan Mentawai,3183
인도네시아,Kab. Kepulauan Meranti,3184
인도네시아,Kab. Kepulauan Selayar,3185
인도네시아,Kab. Kepulauan Seribu,3186
인도네시아,Kab. Kepulauan Sula,3187
인도네시아,Kab. Kepulauan Tanimbar,3249
인도네시아,Kab. Kepulauan Yapen,3188
인도네시아,Kab. Kerinci,3189
인도네시아,Kab. Ketapang,3190
인도네시아,Kab. Klaten,3191
인도네시아,Kab. Klungkung,3192
인도네시아,Kab. Kolaka,3193
인도네시아,Kab. Kolaka Timur,3194
인도네시아,Kab. Kolaka Utara,3195
인도네시아,Kab. Konawe,3196
인도네시아,Kab. Konawe Kepulauan,3197
인도네시아,Kab. Konawe Selatan,3198
인도네시아,Kab. Konawe Utara,3199
인도네시아,Kab. Kotabaru,3200
인도네시아,Kab. Kotawaringin Barat,3201
인도네시아,Kab. Kotawaringin Timur,3202
인도네시아,Kab. Kuantan Singingi,3203
인도네시아,Kab. Kubu Raya,3204
인도네시아,Kab. Kudus,3205
인도네시아,Kab. Kulon Progo,3206
인도네시아,Kab. Kuningan,3207
인도네시아,Kab. Kupang,3208
인도네시아,Kab. Kutai Barat,3209
인도네시아,Kab. Kutai Kartanegara,3210
인도네시아,Kab. Kutai Timur,3211
인도네시아,Kab. Labuhanbatu,3212
인도네시아,Kab. Labuhanbatu Selatan,3213
인도네시아,Kab. Labuhanbatu Utara,3214
인도네시아,Kab. Lahat,3215
인도네시아,Kab. Lamandau,3216
인도네시아,Kab. Lamongan,3217
인도네시아,Kab. Lampung Barat,3218
인도네시아,Kab. Lampung Selatan,3219
인도네시아,Kab. Lampung Tengah,3220
인도네시아,Kab. Lampung Timur,3221
인도네시아,Kab. Lampung Utara,3222
인도네시아,Kab. Langkat,3223
인도네시아,Kab. Lanny Jaya,3224
인도네시아,Kab. Lebak,3225
인도네시아,Kab. Lebong,3226
인도네시아,Kab. Lembata,3227
인도네시아,Kab. Limapuluh Kota,3228
인도네시아,Kab. Lingga,3229
인도네시아,Kab. Lombok Barat,3230
인도네시아,Kab. Lombok Tengah,3231
인도네시아,Kab. Lombok Timur,3232
인도네시아,Kab. Lombok Utara,3233
인도네시아,Kab. Lumajang,3234
인도네시아,Kab. Luwu,3235
인도네시아,Kab. Luwu Timur,3236
인도네시아,Kab. Luwu Utara,3237
인도네시아,Kab. Madiun,3238
인도네시아,Kab. Magelang,3239
인도네시아,Kab. Magetan,3240
인도네시아,Kab. Mahakam Ulu,3241
인도네시아,Kab. Majalengka,3242
인도네시아,Kab. Majene,3243
인도네시아,Kab. Malaka,3244
인도네시아,Kab. Malang,3245
인도네시아,Kab. Malinau,3246
인도네시아,Kab. Maluku Barat Daya,3247
인도네시아,Kab. Maluku Tengah,3248
인도네시아,Kab. Maluku Tenggara,3502
인도네시아,Kab. Mamasa,3250
인도네시아,Kab. Mamberamo Raya,3251
인도네시아,Kab. Mamberamo Tengah,3252
인도네시아,Kab. Mamuju Tengah,3253
인도네시아,Kab. Mamuju Utara,3254
인도네시아,Kab. Mandailing Natal,3255
인도네시아,Kab. Manggarai,3256
인도네시아,Kab. Manggarai Barat,3257
인도네시아,Kab. Manggarai Timur,3258
인도네시아,Kab. Manokwari,3259
인도네시아,Kab. Manokwari Selatan,3260
인도네시아,Kab. Mappi,3261
인도네시아,Kab. Maros,3262
인도네시아,Kab. Maybrat,3263
인도네시아,Kab. Melawi,3264
인도네시아,Kab. Merangin,3265
인도네시아,Kab. Merauke,3266
인도네시아,Kab. Mesuji,3267
인도네시아,Kab. Mimika,3268
인도네시아,Kab. Minahasa,3269
인도네시아,Kab. Minahasa Selatan,3270
인도네시아,Kab. Minahasa Tenggara,3271
인도네시아,Kab. Minahasa Utara,3272
인도네시아,Kab. Mojokerto,3273
인도네시아,Kab. Morowali,3274
인도네시아,Kab. Morowali Utara,3275
인도네시아,Kab. Muaraenim,3276
인도네시아,Kab. Muaro Jambi,3277
인도네시아,Kab. Muko Muko,3278
인도네시아,Kab. Muna,3279
인도네시아,Kab. Muna Barat,3280
인도네시아,Kab. Murung Raya,3281
인도네시아,Kab. Musi Banyuasin,3282
인도네시아,Kab. Musi Rawas,3283
인도네시아,Kab. Musi Rawas Utara,3284
인도네시아,Kab. Nabire,3285
인도네시아,Kab. Nagan Raya,3286
인도네시아,Kab. Nagekeo,3287
인도네시아,Kab. Natuna,3288
인도네시아,Kab. Ndunga,3289
인도네시아,Kab. Ngabang,3290
인도네시아,Kab. Ngada,3291
인도네시아,Kab. Nganjuk,3292
인도네시아,Kab. Ngawi,3293
인도네시아,Kab. Nias,3294
인도네시아,Kab. Nias Barat,3295
인도네시아,Kab. Nias Selatan,3296
인도네시아,Kab. Nias Utara,3297
인도네시아,Kab. Nunukan,3298
인도네시아,Kab. Ogan Ilir,3299
인도네시아,Kab. Ogan Komering Ilir,3300
인도네시아,Kab. Ogan Komering Ulu,3301
인도네시아,Kab. Ogan Komering Ulu Selatan,3302
인도네시아,Kab. Ogan Komering Ulu Timur,3303
인도네시아,Kab. Pacitan,3304
인도네시아,Kab. Padang Pariaman,3305
인도네시아,Kab. Padanglawas,3306
인도네시아,Kab. Padanglawas Utara,3307
인도네시아,Kab. Pahuwato,3308
인도네시아,Kab. Pak-Pak Bharat,3309
인도네시아,Kab. Pamekasan,3310
인도네시아,Kab. Pandeglang,3311
인도네시아,Kab. Pangandaran,3312
인도네시아,Kab. Pangkajene dan Kepulauan,3313
인도네시아,Kab. Paniai,3314
인도네시아,Kab. Parigi Moutong,3315
인도네시아,Kab. Pasaman,3316
인도네시아,Kab. Pasaman Barat,3317
인도네시아,Kab. Paser,3318
인도네시아,Kab. Pasuruan,3319
인도네시아,Kab. Pati,3320
인도네시아,Kab. Pegunungan Arfak,3321
인도네시아,Kab. Pegunungan Bintang,3322
인도네시아,Kab. Pekalongan,3323
인도네시아,Kab. Pelalawan,3324
인도네시아,Kab. Pemalang,3325
인도네시아,Kab. Penajam Paser Utara,3326
인도네시아,Kab. Penukal Abab Lematang Ilir,3327
인도네시아,Kab. Pesawaran,3328
인도네시아,Kab. Pesisir Barat,3329
인도네시아,Kab. Pesisir Selatan,3330
인도네시아,Kab. Pidie,3331
인도네시아,Kab. Pidie Jaya,3332
인도네시아,Kab. Pinrang,3333
인도네시아,Kab. Polewali Mandar,3334
인도네시아,Kab. Ponorogo,3335
인도네시아,Kab. Pontianak,3336
인도네시아,Kab. Poso,3337
인도네시아,Kab. Pringsewu,3338
인도네시아,Kab. Probolinggo,3339
인도네시아,Kab. Pulang Pisau,3340
인도네시아,Kab. Pulau Morotai,3341
인도네시아,Kab. Pulau Taliabu,3342
인도네시아,Kab. Puncak,3343
인도네시아,Kab. Puncak Jaya,3344
인도네시아,Kab. Purbalingga,3345
인도네시아,Kab. Purwakarta,3346
인도네시아,Kab. Purworejo,3347
인도네시아,Kab. Raja Ampat,3348
인도네시아,Kab. Rejang Lebong,3349
인도네시아,Kab. Rembang,3350
인도네시아,Kab. Rokan Hilir,3351
인도네시아,Kab. Rokan Hulu,3352
인도네시아,Kab. Rote Ndao,3353
인도네시아,Kab. Sabu Raijua,3501
인도네시아,Kab. Sambas,3354
인도네시아,Kab. Samosir,3355
인도네시아,Kab. Sampang,3356
인도네시아,Kab. Sanggau,3357
인도네시아,Kab. Sangihe,3358
인도네시아,Kab. Sarmi,3359
인도네시아,Kab. Sarolangun,3360
인도네시아,Kab. Sekadau,3361
인도네시아,Kab. Seluma,3362
인도네시아,Kab. Semarang,3363
인도네시아,Kab. Seram Bagian Barat,3364
인도네시아,Kab. Seram Bagian Timur,3365
인도네시아,Kab. Serang,3366
인도네시아,Kab. Serdang Bedagai,3367
인도네시아,Kab. Seruyan,3368
인도네시아,Kab. Siak,3369
인도네시아,Kab. Sidenreng Rappang,3370
인도네시아,Kab. Sidoarjo,3371
인도네시아,Kab. Sigi Biromaru,3372
인도네시아,Kab. Sijunjung,3373
인도네시아,Kab. Sikka,3374
인도네시아,Kab. Simalungun,3375
인도네시아,Kab. Simeulue,3376
인도네시아,Kab. Sinjai,3377
인도네시아,Kab. Sintang,3378
인도네시아,Kab. Sitaro,3379
인도네시아,Kab. Situbondo,3380
인도네시아,Kab. Sleman,3381
인도네시아,Kab. Solok,3382
인도네시아,Kab. Solok Selatan,3383
인도네시아,Kab. Soppeng,3384
인도네시아,Kab. Sorong,3385
인도네시아,Kab. Sorong Selatan,3386
인도네시아,Kab. Sragen,3387
인도네시아,Kab. Subang,3388
인도네시아,Kab. Sukabumi,3389
인도네시아,Kab. Sukamara,3390
인도네시아,Kab. Sukoharjo,3391
인도네시아,Kab. Sumba Barat,3392
인도네시아,Kab. Sumba Barat Daya,3393
인도네시아,Kab. Sumba Tengah,3394
인도네시아,Kab. Sumba Timur,3395
인도네시아,Kab. Sumbawa,3396
인도네시아,Kab. Sumbawa Barat,3397
인도네시아,Kab. Sumedang,3398
인도네시아,Kab. Sumenep,3399
인도네시아,Kab. Supiori,3400
인도네시아,Kab. Tabalong,3401
인도네시아,Kab. Tabanan,3402
인도네시아,Kab. Takalar,3403
인도네시아,Kab. Talaud,3404
인도네시아,Kab. Tambrauw,3405
인도네시아,Kab. Tana Tidung,3406
인도네시아,Kab. Tana Toraja,3407
인도네시아,Kab. Tanah Bumbu,3408
인도네시아,Kab. Tanah Datar,3409
인도네시아,Kab. Tanah Laut,3410
인도네시아,Kab. Tangerang,3411
인도네시아,Kab. Tanggamus,3412
인도네시아,Kab. Tanjung Jabung Barat,3413
인도네시아,Kab. Tanjung Jabung Timur,3414
인도네시아,Kab. Tapanuli Selatan,3415
인도네시아,Kab. Tapanuli Tengah,3416
인도네시아,Kab. Tapanuli Utara,3417
인도네시아,Kab. Tapin,3418
인도네시아,Kab. Tasikmalaya,3419
인도네시아,Kab. Tebo,3420
인도네시아,Kab. Tegal,3421
인도네시아,Kab. Teluk Bintuni,3422
인도네시아,Kab. Teluk Wondama,3423
인도네시아,Kab. Temanggung,3424
인도네시아,Kab. Timor Tengah Selatan,3503
인도네시아,Kab. Timor Tengah Utara,3425
인도네시아,Kab. Toba Samosir,3426
인도네시아,Kab. Tojo Una-Una,3427
인도네시아,Kab. Toli-Toli,3429
인도네시아,Kab. Tolikara,3428
인도네시아,Kab. Toraja Utara,3430
인도네시아,Kab. Trenggalek,3431
인도네시아,Kab. Tuban,3432
인도네시아,Kab. Tulang Bawang,3433
인도네시아,Kab. Tulang Bawang Barat,3434
인도네시아,Kab. Tulungagung,3435
인도네시아,Kab. Wajo,3436
인도네시아,Kab. Wakatobi,3437
인도네시아,Kab. Waropen,3438
인도네시아,Kab. Way Kanan,3439
인도네시아,Kab. Wonogiri,3440
인도네시아,Kab. Wonosobo,3441
인도네시아,Kab. Yalimo,3442
인도네시아,큰다리,2245
인도네시아,코모도,2246
인도네시아,Kota Banjar,3443
인도네시아,Kota Banjarbaru,3444
인도네시아,Kota Batu,3445
인도네시아,Kota Bau - Bau,3446
인도네시아,Kota Bekasi,3447
인도네시아,Kota Bima,3448
인도네시아,Kota Binjai,3449
인도네시아,Kota Blitar,3450
인도네시아,보고르,2247
인도네시아,Kota Bontang,3451
인도네시아,Kota Bukittinggi,3452
인도네시아,Kota Cilegon,3453
인도네시아,Kota Cimahi,3454
인도네시아,Kota Cirebon,3455
인도네시아,Kota Depok,3456
인도네시아,Kota Dumai,3457
인도네시아,Kota Gunung Sitoli,3458
인도네시아,Kota Jakarta Barat,3459
인도네시아,Kota Jakarta Selatan,3460
인도네시아,Kota Jakarta Timur,3461
인도네시아,Kota Jakarta Utara,3462
인도네시아,Kota Kediri,3463
인도네시아,Kota Kotamobagu,3464
인도네시아,Kota Langsa,3465
인도네시아,Kota Lhokseumawe,3466
인도네시아,Kota Lubuk Linggau,3467
인도네시아,Kota Madiun,3468
인도네시아,말랑,2248
인도네시아,Kota Metro,3469
인도네시아,Kota Mojokerto,3470
인도네시아,Kota Padang Sidempuan,3471
인도네시아,Kota Padangpanjang,3472
인도네시아,Kota Pagar Alam,3473
인도네시아,Kota Palopo,3474
인도네시아,Kota Pare Pare,3475
인도네시아,Kota Pariaman,3476
인도네시아,Kota Pasuruan,3477
인도네시아,Kota Payakumbuh,3478
인도네시아,Kota Pekalongan,3479
인도네시아,Kota Pematang Siantar,3480
인도네시아,Kota Prabumulih,3481
인도네시아,Kota Probolinggo,3482
인도네시아,Kota Sabang,3483
인도네시아,Kota Salatiga,3484
인도네시아,Kota Sawahlunto,3485
인도네시아,Kota Sibolga,3486
인도네시아,Kota Singkawang,3487
인도네시아,Kota Solok,3488
인도네시아,Kota Subulussalam,3489
인도네시아,Kota Sukabumi,3490
인도네시아,Kota Sungai Penuh,3491
인도네시아,Kota Tangerang Selatan,3492
인도네시아,Kota Tanjung Balai,3493
인도네시아,Kota Tasikmalaya,3494
인도네시아,Kota Tebing Tinggi,3495
인도네시아,Kota Tegal,3496
인도네시아,Kota Tidore Kepulauan,3497
인도네시아,Kota Tomohon,3498
인도네시아,Kota Tual,3500
인도네시아,쿠팡,2249
인도네시아,쿠타,2250
인도네시아,롬복,654
인도네시아,마겔랑,2251
인도네시아,마카사르,2252
인도네시아,마무주,2253
인도네시아,마나도,651
인도네시아,마타람,2254
인도네시아,메단,647
인도네시아,파당,2255
인도네시아,팔랑카라야,2256
인도네시아,팔렘방,2257
인도네시아,팔루,2258
인도네시아,팡칼피낭,2259
인도네시아,페칸바루,2260
인도네시아,폰티아낙,653
인도네시아,사마린다,2261
인도네시아,스마랑,2262
인도네시아,세랑,2263
인도네시아,소롱,2264
인도네시아,수라바야,648
인도네시아,수라카르타,2265
인도네시아,탕에랑,2266
인도네시아,탄중피낭,2267
인도네시아,탄중슬로르,2268
인도네시아,타라칸,2269
인도네시아,트르나테,2270
인도네시아,티미카,2271
인도네시아,우중판당,650
인도네시아,Yahukimo,3499
인도네시아,욕야카르타,2272
이란 (이슬람공화국),아와즈,939
이란 (이슬람공화국),아라크,1443
이란 (이슬람공화국),아르다빌,1444
이란 (이슬람공화국),반다르 아바스,943
이란 (이슬람공화국),비르잔드,1445
이란 (이슬람공화국),보누르드,1446
이란 (이슬람공화국),부시르,940
이란 (이슬람공화국),이스파한,935
이란 (이슬람공화국),가즈빈,1447
이란 (이슬람공화국),고옴,1448
이란 (이슬람공화국),고르간,1449
이란 (이슬람공화국),하마단,1450
이란 (이슬람공화국),일람,1451
이란 (이슬람공화국),케르만,941
이란 (이슬람공화국),케르만샤,1452
이란 (이슬람공화국),코라마바드,1453
이란 (이슬람공화국),마슈하드,938
이란 (이슬람공화국),우루미에,1454
이란 (이슬람공화국),라슈트,1455
이란 (이슬람공화국),사난다즈,1456
이란 (이슬람공화국),사리,1457
이란 (이슬람공화국),스마난,1458
이란 (이슬람공화국),세어코드,1459
이란 (이슬람공화국),쉬라즈,936
이란 (이슬람공화국),타브리즈,937
이란 (이슬람공화국),테헤란,218
이란 (이슬람공화국),야소우,1460
이란 (이슬람공화국),야즈드,1461
이란 (이슬람공화국),자헤단,942
이란 (이슬람공화국),잔잔,1462
이라크,아마라,1463
이라크,바그다드,1464
이라크,카르발라,1465
이라크,키르쿠크,1466
이라크,모술,1467
이라크,나시리아,1468
아일랜드,벨물렛,330
아일랜드,코크,328
아일랜드,더니골,949
아일랜드,더블린,188
아일랜드,골웨이,948
아일랜드,케리,1914
아일랜드,킬 케니,332
아일랜드,마린 헤드,331
아일랜드,마요네즈,1915
아일랜드,펄리,1916
아일랜드,새넌 공항,329
아일랜드,웩스퍼드,1917
이스라엘,아풀라,1929
이스라엘,브엘셰바,1930
이스라엘,에일라트,46
이스라엘,하이파,1931
이스라엘,예루살렘,43
이스라엘,로드,1932
이스라엘,미즈페 라몬,1933
이스라엘,나사렛,1934
이스라엘,텔 아비브,44
이스라엘,티베리아스,45
이스라엘,제파트,1935
이탈리아,아그리젠토,2069
이탈리아,알게로,2070
이탈리아,안코나,1942
이탈리아,아오스타,1943
이탈리아,바리,600
이탈리아,볼로냐,1944
이탈리아,볼차노,1945
이탈리아,칼리아리,601
이탈리아,캄포바소,1946
이탈리아,카타니아,2071
이탈리아,크로토네,1947
이탈리아,플로렌스,602
이탈리아,제노바,1948
이탈리아,엘바 섬,2072
이탈리아,레체,2073
이탈리아,밀라노,603
이탈리아,나폴리,604
이탈리아,팔레르모,605
이탈리아,페루자,1949
이탈리아,페스카라,1950
이탈리아,피아 젠자,2074
이탈리아,피사,2075
이탈리아,포텐자,1951
이탈리아,레지오 칼라브리아,2076
이탈리아,로마,201
이탈리아,토리노,1952
이탈리아,우디네,1953
이탈리아,베니스,606
이탈리아,베로나,2077
이탈리아,비에스테,2078
자메이카,킹스턴,98
자메이카,몬테고베이,99
일본,후쿠오카,185
일본,나고야,355
일본,나하,186
일본,오사카,184
일본,삿포로,181
일본,센다이,182
일본,도쿄,183
요르단,암만,215
요르단,아카바,591
요르단,이르빗,590
카자흐스탄,알마티,152
카자흐스탄,아스타나,153
케냐,엘도레트,854
케냐,엠부,1794
케냐,가리사,1795
케냐,카카메가,2946
케냐,케리초,2945
케냐,키시,2944
케냐,키수무,903
케냐,키테일,2948
케냐,라무,1796
케냐,로드워,519
케냐,마차코스,2951
케냐,마킨두,1797
케냐,말린디,1798
케냐,마르사비트,1799
케냐,메루,2950
케냐,몸바사,520
케냐,모얄레,2952
케냐,나이로비,251
케냐,나쿠루,518
케냐,나록,2947
케냐,니에리,2949
케냐,보이,1800
케냐,와 지르,2953
쿠웨이트,쿠웨이트 공항,217
쿠웨이트,쿠웨이트 시,1498
키르기스스탄,비슈케크,210
키르기스스탄,오시,2172
라오스인민민주공화국,루왕 남타,1501
라오스인민민주공화국,루앙프라방,644
라오스인민민주공화국,파크세,646
라오스인민민주공화국,사바나케트,645
라오스인민민주공화국,비엔티안,235
라오스인민민주공화국,시엥쿠앙,1502
라트비아,다우가프필스,173
라트비아,리에파야,174
라트비아,리가,175
라트비아,벤츠필스,176
레바논,베이루트,214
레소토,부타부테,1337
레소토,레리베,1338
레소토,마페텡 ,1331
레소토,메야메탈라,1330
레소토,모할레스후크,1332
레소토,모코틀롱,1335
레소토,모슈슈 I,3511
레소토,옥스보,1336
레소토,카차스네크,1334
레소토,쿠팅,1333
레소토,세몬콩,1341
레소토,테야테야넨,1339
레소토,싸바 쎄카,1340
리비아,벵가지,1182
리비아,가다메스,1194
리비아,가트,1180
리비아,세브하,1195
리비아,시르테,1181
리비아,트리폴리,1179
리투아니아,카우나스,607
리투아니아,클라이페다,608
리투아니아,파네베지스,1549
리투아니아,샤울레이,1548
리투아니아,빌뉴스,204
룩셈부르크,룩셈부르크시,192
마카오,마카오,156
마다가스카르,암보히치라오카자나,2995
마다가스카르,안탈라하,2996
마다가스카르,안타나나리보,7
마다가스카르,안치라베,2997
마다가스카르,안트시라나나,9
마다가스카르,안트소히히,2998
마다가스카르,베살람피,2999
마다가스카르,파라팡가나,3000
마다가스카르,피아나란초아,12
마다가스카르,마하장가,11
마다가스카르,마하노로,3001
마다가스카르,마인티라노,3002
마다가스카르,마난자리,3003
마다가스카르,모론다바,3009
마다가스카르,노지베섬,3004
마다가스카르,라노히라,3005
마다가스카르,셍뜨마히,3006
마다가스카르,삼바바,3007
마다가스카르,톨라나로,3008
마다가스카르,토아마시나,8
마다가스카르,톨리아라,10
말라위,음주주,262
말레이시아,알로르세타르,75
말레이시아,카메론하일랜즈,76
말레이시아,이포,77
말레이시아,조호르바루,78
말레이시아,코타바루,79
말레이시아,코타키나발루,81
말레이시아,쿠알라룸푸르,82
말레이시아,콴탄,83
말레이시아,쿠칭,80
말레이시아,라부안,84
말레이시아,랑카위,85
말레이시아,멜라카,86
말레이시아,미리,87
말레이시아,페탈링자야,88
말레이시아,풀라우피낭,89
말레이시아,산다칸,91
말레이시아,시부,90
몰디브,간-아두아톨,589
몰디브,하니 마두 후,2882
몰디브,말레,228
말리,바마코,129
말리,가오,135
말리,케이즈,130
말리,키달,136
말리,몹티,133
말리,세구,132
말리,시카소,131
말리,통북투,134
몰타,"루카, 몰타",42
모리셔스,피아첸차,247
모리셔스,포트루이스,1219
모리셔스,바쿠아,1220
멕시코,아카풀코,1207
멕시코,아과스칼리엔테스,1277
멕시코,칸쿤,1209
멕시코,치와와,1279
멕시코,멕시코 시 연방정부,279
멕시코,시우다드 화레스,1278
멕시코,코주멜,1280
멕시코,쿠에르나바카,1281
멕시코,쿨리아칸,1282
멕시코,과달라하라,1206
멕시코,에르모시요,1283
멕시코,와뚤꼬,1284
멕시코,이스따빠 지와타네호,1285
멕시코,할라파주,1286
멕시코,레온,1287
멕시코,로스까보스,1204
멕시코,만사니요,1288
멕시코,마사틀란,1289
멕시코,메리다,1290
멕시코,메히칼리,1291
멕시코,몬테레이,1208
멕시코,모렐리아,1292
멕시코,푸에블라,1293
멕시코,푸에르토바야르타,1205
멕시코,케레타로,1294
멕시코,레이노사,1295
멕시코,살티요,1296
멕시코,산루이스포토시,1297
멕시코,탐피코,1298
멕시코,티후아나,1299
멕시코,톨루카,1300
멕시코,토레온,1301
